FID,FID_fine_g,OBJECTID,StreamID,SHAPE_Leng,FID_C2VSim,NodeID,X,Y
1944,40,41,41,38083.692874799999000,15449,15450,660949.919653999970000,4163236.863010000000000
1945,41,42,42,81782.574346499998000,15961,15962,664927.336745999990000,4163420.955939999800000
1946,41,42,42,81782.574346499998000,15562,15563,661377.478053999950000,4163481.236899999900000
1947,40,41,41,38083.692874799999000,15450,15451,661149.751334000030000,4163641.984929999800000
1948,41,42,42,81782.574346499998000,15450,15451,661149.751334000030000,4163641.984929999800000
1949,42,43,43,13372.281405899999000,15450,15451,661149.751334000030000,4163641.984929999800000
1950,40,41,41,38083.692874799999000,15334,15335,660812.336037999950000,4163670.780960000100000
1951,41,42,42,81782.574346499998000,15781,15782,663385.689640000000000,4163819.142940000200000
1952,41,42,42,81782.574346499998000,16059,16060,671839.514544000030000,4163867.032990000200000
1953,41,42,42,81782.574346499998000,15873,15874,663922.659753000010000,4163876.410019999800000
1954,41,42,42,81782.574346499998000,16173,16174,674524.670259000040000,4163977.892899999900000
1955,41,42,42,81782.574346499998000,15563,15564,661732.040487000020000,4163991.122980000000000
1956,41,42,42,81782.574346499998000,15782,15783,662763.917607999990000,4164057.268900000000000
1957,41,42,42,81782.574346499998000,16174,16175,675358.109490999950000,4164110.184990000000000
1958,42,43,43,13372.281405899999000,15451,15452,661295.477157999990000,4164216.018980000200000
1959,41,42,42,81782.574346499998000,16172,16173,673704.460337999980000,4164348.310949999800000
1960,41,42,42,81782.574346499998000,16175,16176,675953.423155999980000,4164427.685920000100000
1961,42,43,43,13372.281405899999000,15452,15453,660475.267237999940000,4164454.143910000100000
1962,41,42,42,81782.574346499998000,15564,15565,661652.665383000040000,4164454.143910000100000
1963,41,42,42,81782.574346499998000,16060,16061,672275.707441000040000,4164480.602909999900000
1964,41,42,42,81782.574346499998000,15678,15679,662274.989478999980000,4164606.474909999900000
1965,41,42,42,81782.574346499998000,15679,15680,662790.375975999980000,4164652.581919999800000
1966,41,42,42,81782.574346499998000,16061,16062,673043.000753000030000,4164718.727969999900000
1967,41,42,42,81782.574346499998000,16176,16177,676601.653556999980000,4164758.415910000000000
1968,41,42,42,81782.574346499998000,16307,16308,682329.894202000000000,4164943.623970000100000
1969,41,42,42,81782.574346499998000,16309,16310,683308.854459000050000,4165049.457950000200000
1970,41,42,42,81782.574346499998000,16310,16311,683983.543355999980000,4165089.146019999900000
1971,42,43,43,13372.281405899999000,15453,15454,660184.224933000050000,4165155.291939999900000
1972,41,42,42,81782.574346499998000,16189,16190,682792.916026000050000,4165247.895970000000000
1973,41,42,42,81782.574346499998000,16452,16453,694262.626372999980000,4165340.500000000000000
1974,41,42,42,81782.574346499998000,16323,16324,689129.699520000020000,4165353.728930000200000
1975,41,42,42,81782.574346499998000,16450,16451,692780.956740000050000,4165406.645920000000000
1976,41,42,42,81782.574346499998000,16451,16452,693455.645635999970000,4165433.104929999900000
1977,41,42,42,81782.574346499998000,16187,16188,681721.351353000030000,4165459.562909999900000
1978,41,42,42,81782.574346499998000,16177,16178,676661.964084999990000,4165467.818020000100000
1979,41,42,42,81782.574346499998000,16191,16192,684181.981244000020000,4165591.855010000100000
1980,41,42,42,81782.574346499998000,16312,16313,684833.337019999980000,4165615.170979999900000
1981,41,42,42,81782.574346499998000,16205,16206,690201.264065000000000,4165658.000930000100000
1982,41,42,42,81782.574346499998000,16332,16333,694950.544453999960000,4165658.000930000100000
1983,41,42,42,81782.574346499998000,16322,16323,689619.179585000030000,4165671.229989999900000
1984,41,42,42,81782.574346499998000,16183,16184,679009.366839000020000,4165777.063970000000000
1985,41,42,42,81782.574346499998000,16328,16329,692053.351234999950000,4165790.292899999800000
1986,41,42,42,81782.574346499998000,16186,16187,680887.912249000040000,4165803.521950000000000
1987,41,42,42,81782.574346499998000,16315,16316,686100.214333000010000,4165816.751009999800000
1988,42,43,43,13372.281405899999000,15454,15455,660210.683301000040000,4165829.979940000000000
1989,41,42,42,81782.574346499998000,16184,16185,680001.556151999980000,4165882.896929999800000
1990,41,42,42,81782.574346499998000,16327,16328,691338.974658000050000,4165975.501989999800000
1991,42,43,43,13372.281405899999000,15209,15210,657942.086947000000000,4165995.482909999800000
1992,41,42,42,81782.574346499998000,16196,16197,686695.527998000030000,4166001.959970000200000
1993,41,42,42,81782.574346499998000,16320,16321,688970.949184000030000,4166001.959970000200000
1994,42,43,43,13372.281405899999000,15210,15211,657557.280931000020000,4166034.748960000000000
1995,41,42,42,81782.574346499998000,16313,16314,685275.394877000010000,4166050.530979999800000
1996,42,43,43,13372.281405899999000,15455,15456,659575.682084999980000,4166054.876960000000000
1997,41,42,42,81782.574346499998000,16206,16207,690703.973441999990000,4166173.938980000100000
1998,41,42,42,81782.574346499998000,16178,16179,676707.487157000000000,4166187.168930000200000
1999,41,42,42,81782.574346499998000,16314,16315,685891.596733000010000,4166204.580899999900000
2000,41,42,42,81782.574346499998000,16333,16334,695519.399749999980000,4166226.855969999900000
2001,41,42,42,81782.574346499998000,16070,16071,678268.531894000010000,4166306.230950000200000
2002,41,42,42,81782.574346499998000,16198,16199,687330.529214999990000,4166359.147940000100000
2003,41,42,42,81782.574346499998000,16179,16180,677488.009525000000000,4166385.606949999900000
2004,41,42,42,81782.574346499998000,16202,16203,688825.428031999970000,4166544.356900000000000
2005,41,42,42,81782.574346499998000,16197,16198,686801.361470000000000,4166570.815010000000000
2006,41,42,42,81782.574346499998000,16200,16201,688071.364030999950000,4166623.731999999800000
2007,42,43,43,13372.281405899999000,15211,15212,657525.157155000020000,4166636.960930000100000
2008,42,43,43,13372.281405899999000,15456,15457,659602.140452999970000,4166729.565990000000000
2009,41,42,42,81782.574346499998000,16334,16335,696088.255047000010000,4166782.481960000000000
2010,42,43,43,13372.281405899999000,15340,15341,658004.912546999990000,4166788.655009999900000
2011,41,42,42,81782.574346499998000,16199,16200,687572.756287000030000,4166854.271910000100000
2012,42,43,43,13372.281405899999000,15086,15087,656612.342818000000000,4167060.294950000000000
2013,42,43,43,13372.281405899999000,15458,15459,658570.263332000000000,4167139.670950000200000
2014,41,42,42,81782.574346499998000,16082,16083,688507.927359999970000,4167152.899999999900000
2015,42,43,43,13372.281405899999000,15574,15575,659245.716004000050000,4167165.607969999800000
2016,42,43,43,13372.281405899999000,15212,15213,657181.198115000040000,4167192.586920000100000
2017,41,42,42,81782.574346499998000,16335,16336,696749.714630999950000,4167245.503910000000000
2018,41,42,42,81782.574346499998000,16370,16371,716648.108506000020000,4167296.330020000200000
2019,41,42,42,81782.574346499998000,16480,16481,718273.611995000040000,4167311.649960000100000
2020,41,42,42,81782.574346499998000,16474,16475,714437.145943999990000,4167496.858920000000000
2021,41,42,42,81782.574346499998000,16368,16369,715826.211160999960000,4167589.462950000100000
2022,42,43,43,13372.281405899999000,15087,15088,656294.842146000010000,4167602.691999999800000
2023,41,42,42,81782.574346499998000,16371,16372,717493.089627000040000,4167602.691999999800000
2024,41,42,42,81782.574346499998000,16373,16374,718908.613212000000000,4167629.151010000100000
2025,41,42,42,81782.574346499998000,16337,16338,697437.632839999980000,4167642.379939999900000
2026,41,42,42,81782.574346499998000,16365,16366,713616.936023000050000,4167668.837919999800000
2027,41,42,42,81782.574346499998000,16215,16216,698992.584777000010000,4167704.898980000100000
2028,41,42,42,81782.574346499998000,16364,16365,712664.434133999980000,4167761.442979999800000
2029,41,42,42,81782.574346499998000,16216,16217,699823.117770000010000,4167805.366950000200000
2030,41,42,42,81782.574346499998000,16214,16215,698229.030344999980000,4167838.855969999900000
2031,41,42,42,81782.574346499998000,16228,16229,708788.280531000000000,4167840.817960000100000
2032,41,42,42,81782.574346499998000,16475,16476,715191.209945000010000,4167854.047009999900000
2033,41,42,42,81782.574346499998000,16345,16346,701745.399756000030000,4167952.719010000100000
2034,41,42,42,81782.574346499998000,16359,16360,709595.261266999990000,4167986.338980000000000
2035,41,42,42,81782.574346499998000,16217,16218,700606.765770999950000,4168039.791009999800000
2036,41,42,42,81782.574346499998000,16483,16484,719655.441629000010000,4168093.373990000200000
2037,41,42,42,81782.574346499998000,16361,16362,710428.700371999990000,4168131.859999999900000
2038,41,42,42,81782.574346499998000,16363,16364,711923.599318000020000,4168171.547940000000000
2039,41,42,42,81782.574346499998000,16344,16345,701300.557131999990000,4168264.151970000000000
2040,42,43,43,13372.281405899999000,15214,15215,656787.668641999950000,4168304.319910000100000
2041,41,42,42,81782.574346499998000,16346,16347,702508.954317000000000,4168341.194019999800000
2042,41,42,42,81782.574346499998000,16227,16228,708087.133138000030000,4168383.215009999900000
2043,41,42,42,81782.574346499998000,16226,16227,707266.923345000020000,4168396.443940000100000
2044,41,42,42,81782.574346499998000,16362,16363,711156.306132999950000,4168436.130979999900000
2045,41,42,42,81782.574346499998000,16224,16225,705639.732431999990000,4168489.047970000200000
2046,41,42,42,81782.574346499998000,16376,16377,720231.456477000030000,4168501.942950000100000
2047,41,42,42,81782.574346499998000,16225,16226,706433.484111999980000,4168647.798950000200000
2048,42,43,43,13372.281405899999000,15089,15090,655964.112288999950000,4168661.028010000000000
2049,41,42,42,81782.574346499998000,16220,16221,702901.289548999980000,4168819.777960000100000
2050,41,42,42,81782.574346499998000,16349,16350,703668.582734000050000,4168819.777960000100000
2051,41,42,42,81782.574346499998000,16222,16223,704343.271629999970000,4168965.298980000000000
2052,41,42,42,81782.574346499998000,16223,16224,705216.398287000020000,4169031.444900000000000
2053,42,43,43,13372.281405899999000,14975,14976,655210.048289000060000,4169124.049960000000000
2054,41,42,42,81782.574346499998000,16377,16378,720780.679902000000000,4169138.237989999800000
2055,43,44,44,79576.439163799994000,15091,15092,655729.294240999970000,4169907.878949999800000
2056,44,45,45,54532.123382500002000,14884,14885,654529.009440000050000,4169945.714980000200000
2057,41,42,42,81782.574346499998000,16378,16379,721012.054878000050000,4169997.175970000200000
2058,43,44,44,79576.439163799994000,15216,15217,656205.545122000040000,4170026.941990000200000
2059,42,43,43,13372.281405899999000,14976,14977,655091.380385000030000,4170063.433890000000000
2060,43,44,44,79576.439163799994000,14976,14977,655091.380385000030000,4170063.433890000000000
2061,44,45,45,54532.123382500002000,14976,14977,655091.380385000030000,4170063.433890000000000
2062,44,45,45,54532.123382500002000,14885,14886,653973.383456000010000,4170408.735909999800000
2063,41,42,42,81782.574346499998000,16488,16489,721620.597855000060000,4170486.655910000200000
2064,43,44,44,79576.439163799994000,15217,15218,656485.365922000030000,4170622.319139999800000
2065,44,45,45,54532.123382500002000,14886,14887,653430.986399000040000,4170792.383020000100000
2066,44,45,45,54532.123382500002000,14977,14978,654793.593248000020000,4170937.903909999900000
2067,41,42,42,81782.574346499998000,16380,16381,721845.494110999980000,4171214.261930000000000
2068,43,44,44,79576.439163799994000,15348,15349,656761.171234000010000,4171376.319910000100000
2069,44,45,45,54532.123382500002000,14887,14888,652913.388446999950000,4171415.234980000200000
2070,41,42,42,81782.574346499998000,16384,16385,724343.934305000000000,4171670.023980000100000
2071,41,42,42,81782.574346499998000,16244,16245,722202.682335000020000,4171756.658979999800000
2072,41,42,42,81782.574346499998000,16383,16384,723657.893599999950000,4171822.804899999900000
2073,41,42,42,81782.574346499998000,16382,16383,722877.371231999950000,4171902.180009999800000
2074,44,45,45,54532.123382500002000,14979,14980,653338.382111000010000,4171903.634980000100000
2075,44,45,45,54532.123382500002000,14888,14889,652663.693213999970000,4171983.009959999900000
2076,44,45,45,54532.123382500002000,14889,14890,652068.379549999950000,4172141.760939999900000
2077,43,44,44,79576.439163799994000,15349,15350,656669.870754000030000,4172160.233899999900000
2078,44,45,45,54532.123382500002000,15096,15097,653774.945439000030000,4172168.218919999900000
2079,43,44,44,79576.439163799994000,15467,15468,657806.277539000030000,4172434.655019999900000
2080,44,45,45,54532.123382500002000,14980,14981,652624.005662000040000,4172525.407019999800000
2081,44,45,45,54532.123382500002000,15097,15098,653338.382111000010000,4172618.011950000200000
2082,43,44,44,79576.439163799994000,15468,15469,657274.566178999960000,4172647.131949999800000
2083,44,45,45,54532.123382500002000,14981,14982,652094.837917999950000,4172697.386920000000000
2084,43,44,44,79576.439163799994000,15694,15695,660280.136612999950000,4172738.927019999800000
2085,43,44,44,79576.439163799994000,15583,15584,658824.925348000020000,4172924.134949999900000
2086,43,44,44,79576.439163799994000,15469,15470,658123.778082999980000,4172937.364010000100000
2087,43,44,44,79576.439163799994000,15586,15587,659578.989349000040000,4172990.281000000000000
2088,43,44,44,79576.439163799994000,15695,15696,660557.949605999980000,4173201.947949999900000
2089,43,44,44,79576.439163799994000,15587,15588,660134.615461000010000,4173281.322920000200000
2090,44,45,45,54532.123382500002000,14983,14984,652492.700190000000000,4173344.050989999900000
2091,43,44,44,79576.439163799994000,15470,15471,658110.548899000040000,4173440.073900000200000
2092,43,44,44,79576.439163799994000,15472,15473,659115.967652000020000,4173479.760939999900000
2093,43,44,44,79576.439163799994000,15589,15590,660399.199269999980000,4173559.136940000100000
2094,43,44,44,79576.439163799994000,15471,15472,658745.550244000040000,4173612.052910000100000
2095,43,44,44,79576.439163799994000,15475,15476,660227.219749000040000,4173942.783020000000000
2096,44,45,45,54532.123382500002000,14893,14894,652040.261790000020000,4173994.927019999800000
2097,43,44,44,79576.439163799994000,15477,15478,661468.167719000020000,4173997.879980000200000
2098,43,44,44,79576.439163799994000,15476,15477,660822.533541999990000,4174061.845929999800000
2099,43,44,44,79576.439163799994000,15359,15360,661060.658981999960000,4174352.887980000100000
2100,43,44,44,79576.439163799994000,15360,15361,661849.709991000010000,4174424.146600000100000
2101,43,44,44,79576.439163799994000,15357,15358,660412.428454000040000,4174432.262949999900000
2102,44,45,45,54532.123382500002000,14894,14895,652319.734173999980000,4174523.015980000100000
2103,43,44,44,79576.439163799994000,15361,15362,662357.119911000020000,4174736.534949999800000
2104,43,44,44,79576.439163799994000,15358,15359,660650.554022000050000,4174829.138989999900000
2105,44,45,45,54532.123382500002000,14819,14820,651856.712477999970000,4174972.807980000000000
2106,43,44,44,79576.439163799994000,15362,15363,662010.037542999950000,4174979.527979999800000
2107,44,45,45,54532.123382500002000,14895,14896,652557.859742000000000,4175144.788009999800000
2108,44,45,45,54532.123382500002000,14820,14821,651420.149148999950000,4175343.225000000100000
2109,43,44,44,79576.439163799994000,15234,15235,662277.744807000040000,4175397.993900000100000
2110,44,45,45,54532.123382500002000,14897,14898,651962.545950000060000,4175568.121900000100000
2111,44,45,45,54532.123382500002000,14741,14742,650732.230941000050000,4175594.580010000200000
2112,44,45,45,54532.123382500002000,14989,14990,652901.818654999950000,4175713.642920000000000
2113,43,44,44,79576.439163799994000,15115,15116,662304.203046999990000,4176032.996009999900000
2114,44,45,45,54532.123382500002000,14898,14899,651777.337245999950000,4176097.289900000200000
2115,43,44,44,79576.439163799994000,15237,15238,663402.226216000040000,4176099.141929999900000
2116,44,45,45,54532.123382500002000,15105,15106,653391.298847000000000,4176150.205999999800000
2117,44,45,45,54532.123382500002000,14742,14743,650573.480731999970000,4176256.039979999900000
2118,44,45,45,54532.123382500002000,14991,14992,652624.005662000040000,4176282.497959999800000
2119,43,44,44,79576.439163799994000,15238,15239,662793.683240000040000,4176337.266989999900000
2120,43,44,44,79576.439163799994000,15240,15241,663772.643625000030000,4176641.538989999800000
2121,43,44,44,79576.439163799994000,15242,15243,665148.479658000050000,4176707.684010000000000
2122,44,45,45,54532.123382500002000,14656,14657,649964.937755999970000,4176732.290990000100000
2123,43,44,44,79576.439163799994000,15241,15242,664473.790761000010000,4176760.600999999800000
2124,43,44,44,79576.439163799994000,15369,15370,665915.772843000010000,4176879.663920000200000
2125,43,44,44,79576.439163799994000,15244,15245,666378.794539000020000,4177355.914930000000000
2126,44,45,45,54532.123382500002000,14744,14745,650123.688220000010000,4177499.583920000100000
2127,43,44,44,79576.439163799994000,15123,15124,666816.187564000020000,4177853.793970000000000
2128,43,44,44,79576.439163799994000,15247,15248,667781.089067999970000,4177977.686960000100000
2129,44,45,45,54532.123382500002000,14745,14746,650097.229852000020000,4178319.793970000000000
2130,43,44,44,79576.439163799994000,15126,15127,668310.256812999960000,4178361.333930000200000
2131,43,44,44,79576.439163799994000,15122,15123,666444.940586999990000,4178374.562990000000000
2132,43,44,44,79576.439163799994000,15251,15252,669937.447598000060000,4178493.625899999900000
2133,43,44,44,79576.439163799994000,15380,15381,672331.931440999960000,4178665.604910000200000
2134,43,44,44,79576.439163799994000,15128,15129,669196.612781999980000,4178718.521900000100000
2135,43,44,44,79576.439163799994000,15124,15125,667238.692140000060000,4178771.438889999900000
2136,43,44,44,79576.439163799994000,15395,15396,680309.135032000020000,4178784.667950000100000
2137,43,44,44,79576.439163799994000,15399,15400,683205.787450999950000,4178788.324010000100000
2138,44,45,45,54532.123382500002000,14746,14747,650626.397467999950000,4178835.732009999900000
2139,43,44,44,79576.439163799994000,15377,15378,670350.121519000040000,4178843.295919999900000
2140,43,44,44,79576.439163799994000,15127,15128,668482.236333000010000,4178850.813999999800000
2141,43,44,44,79576.439163799994000,15398,15399,682465.493433999950000,4178877.271980000200000
2142,43,44,44,79576.439163799994000,15010,15011,666497.857451000020000,4178890.500909999900000
2143,43,44,44,79576.439163799994000,15382,15383,673760.684338000020000,4178890.500909999900000
2144,43,44,44,79576.439163799994000,15260,15261,673059.537072999980000,4179102.167979999900000
2145,43,44,44,79576.439163799994000,15397,15398,681804.033849000000000,4179102.167979999900000
2146,43,44,44,79576.439163799994000,15273,15274,679581.529398999990000,4179155.084979999800000
2147,43,44,44,79576.439163799994000,15396,15397,681063.199033000040000,4179208.001970000100000
2148,43,44,44,79576.439163799994000,15257,15258,671710.159535999990000,4179327.065010000000000
2149,43,44,44,79576.439163799994000,15262,15263,674117.872561999950000,4179512.272940000100000
2150,44,45,45,54532.123382500002000,14659,14660,649422.540954999970000,4179523.650990000000000
2151,43,44,44,79576.439163799994000,15278,15279,683140.182330999990000,4179538.731949999900000
2152,43,44,44,79576.439163799994000,15255,15256,670863.491119000010000,4179551.961010000200000
2153,44,45,45,54532.123382500002000,14747,14748,650322.125980000010000,4179642.713010000100000
2154,43,44,44,79576.439163799994000,15144,15145,678840.694454999990000,4179657.794989999800000
2155,43,44,44,79576.439163799994000,15265,15266,675189.437234999960000,4179895.919919999800000
2156,43,44,44,79576.439163799994000,15132,15133,671300.054448000040000,4179948.836910000100000
2157,43,44,44,79576.439163799994000,15137,15138,674461.831603000060000,4180173.732909999800000
2158,43,44,44,79576.439163799994000,15281,15282,683470.912058999990000,4180173.732909999800000
2159,43,44,44,79576.439163799994000,15266,15267,675824.438452000030000,4180186.961970000100000
2160,43,44,44,79576.439163799994000,15143,15144,678113.088950000000000,4180332.482989999900000
2161,44,45,45,54532.123382500002000,14660,14661,649369.624090999950000,4180423.236020000200000
2162,43,44,44,79576.439163799994000,15140,15141,676340.377011999950000,4180557.380020000000000
2163,43,44,44,79576.439163799994000,15138,15139,674924.853426999990000,4180649.983920000000000
2164,43,44,44,79576.439163799994000,15022,15023,677319.337269000010000,4180702.900909999900000
2165,43,44,44,79576.439163799994000,15280,15281,683470.912058999990000,4180835.193010000000000
2166,44,45,45,54532.123382500002000,14574,14575,648866.914843000010000,4181058.236980000000000
2167,43,44,44,79576.439163799994000,15149,15150,682928.515130999960000,4181073.317940000000000
2168,43,44,44,79576.439163799994000,15021,15022,676710.794548999980000,4181152.692910000200000
2169,43,44,44,79576.439163799994000,15152,15153,683622.006331000010000,4181458.406959999800000
2170,44,45,45,54532.123382500002000,14662,14663,649488.686875000010000,4181521.258930000000000
2171,43,44,44,79576.439163799994000,15030,15031,684175.656123999970000,4182023.835950000200000
2172,44,45,45,54532.123382500002000,14663,14664,649329.936539000020000,4182156.260019999900000
2173,43,44,44,79576.439163799994000,15032,15033,685455.291069000030000,4182250.715950000100000
2174,43,44,44,79576.439163799994000,15031,15032,684846.748219999950000,4182290.404019999800000
2175,44,45,45,54532.123382500002000,14664,14665,649700.353948000000000,4182420.843950000100000
2176,43,44,44,79576.439163799994000,15035,15036,687497.553854999950000,4182463.614899999900000
2177,43,44,44,79576.439163799994000,15034,15035,686696.528829999970000,4182502.880950000100000
2178,43,44,44,79576.439163799994000,15033,15034,685918.312892999970000,4182647.591990000100000
2179,43,44,44,79576.439163799994000,15036,15037,688206.963263000010000,4182832.800950000100000
2180,44,45,45,54532.123382500002000,14577,14578,649435.770139000030000,4183016.157999999800000
2181,43,44,44,79576.439163799994000,15037,15038,688881.652032000010000,4183229.676980000000000
2182,43,44,44,79576.439163799994000,15038,15039,689570.795073000020000,4183523.794999999900000
2183,44,45,45,54532.123382500002000,14578,14579,648999.206682999970000,4183585.012920000100000
2184,43,44,44,79576.439163799994000,15039,15040,690316.847809000060000,4183602.326960000200000
2185,43,44,44,79576.439163799994000,15040,15041,690799.885122000010000,4184129.262000000100000
2186,44,45,45,54532.123382500002000,14580,14581,648430.351386000050000,4184153.867959999900000
2187,43,44,44,79576.439163799994000,15166,15167,693392.806979999990000,4184168.948919999900000
2188,43,44,44,79576.439163799994000,15168,15169,694903.108550000000000,4184348.379960000000000
2189,43,44,44,79576.439163799994000,15172,15173,697156.973128000040000,4184348.379960000000000
2190,44,45,45,54532.123382500002000,14579,14580,648999.206682999970000,4184405.222959999900000
2191,43,44,44,79576.439163799994000,15173,15174,697965.851337000030000,4184426.910900000000000
2192,43,44,44,79576.439163799994000,15041,15042,691461.344833999990000,4184473.220920000200000
2193,43,44,44,79576.439163799994000,15174,15175,698774.729545000010000,4184568.268980000200000
2194,43,44,44,79576.439163799994000,15044,15045,694196.321732999990000,4184662.506930000100000
2195,43,44,44,79576.439163799994000,15176,15177,699689.902922000040000,4184803.950900000100000
2196,43,44,44,79576.439163799994000,15043,15044,692797.493315999980000,4184843.637939999800000
2197,43,44,44,79576.439163799994000,15048,15049,696819.167942999980000,4184856.867000000100000
2198,44,45,45,54532.123382500002000,14581,14582,648522.955802000010000,4184868.244920000000000
2199,43,44,44,79576.439163799994000,15046,15047,695390.415046000040000,4184883.325999999900000
2200,43,44,44,79576.439163799994000,15042,15043,692162.491970999980000,4184896.554930000100000
2201,43,44,44,79576.439163799994000,15047,15048,696065.103942999970000,4185134.679990000100000
2202,44,45,45,54532.123382500002000,14494,14495,647649.829018000050000,4185529.703989999800000
2203,43,44,44,79576.439163799994000,15177,15178,700078.358345999960000,4185542.063930000200000
2204,44,45,45,54532.123382500002000,14583,14584,648443.580569999990000,4185542.932920000100000
2205,44,45,45,54532.123382500002000,14495,14496,647253.939737000040000,4185853.575989999800000
2206,44,45,45,54532.123382500002000,14496,14497,647874.725273999970000,4186191.163960000000000
2207,43,44,44,79576.439163799994000,15053,15054,700338.133450999970000,4186497.286969999800000
2208,44,45,45,54532.123382500002000,14586,14587,647896.878490000030000,4186679.077940000200000
2209,43,44,44,79576.439163799994000,15054,15055,701026.051403000020000,4186907.391929999900000
2210,44,45,45,54532.123382500002000,14673,14674,648311.288730000030000,4186971.685940000200000
2211,43,44,44,79576.439163799994000,15057,15058,703566.056526000030000,4187079.371960000100000
2212,43,44,44,79576.439163799994000,15058,15059,704359.808077999970000,4187145.518010000200000
2213,43,44,44,79576.439163799994000,15056,15057,702798.763340999950000,4187158.746929999900000
2214,44,45,45,54532.123382500002000,14587,14588,647782.120986000050000,4187183.353010000200000
2215,44,45,45,54532.123382500002000,14588,14589,648218.684313999950000,4187487.625010000100000
2216,43,44,44,79576.439163799994000,15059,15060,704968.351054999980000,4187502.705970000000000
2217,43,44,44,79576.439163799994000,14948,14949,702124.074444000030000,4187674.686009999800000
2218,43,44,44,79576.439163799994000,14947,14948,701396.468812000010000,4187727.601979999800000
2219,44,45,45,54532.123382500002000,14674,14675,648730.317722999960000,4187869.705020000200000
2220,43,44,44,79576.439163799994000,14951,14952,704650.850255000060000,4188045.102899999800000
2221,43,44,44,79576.439163799994000,14952,14953,705312.309967000040000,4188283.227959999800000
2222,43,44,44,79576.439163799994000,15062,15063,706079.603152000000000,4188375.833019999800000
2223,44,45,45,54532.123382500002000,14675,14676,648509.726617999960000,4188572.419000000200000
2224,43,44,44,79576.439163799994000,14954,14955,706296.775248000050000,4188965.984950000000000
2225,44,45,45,54532.123382500002000,14676,14677,648046.704794000020000,4189247.106999999800000
2226,43,44,44,79576.439163799994000,15065,15066,706516.166608000060000,4189751.668920000100000
2227,44,45,45,54532.123382500002000,14592,14593,647663.058201999990000,4189935.025979999900000
2228,43,44,44,79576.439163799994000,15189,15190,706913.042385000040000,4190452.815930000000000
2229,44,45,45,54532.123382500002000,14502,14503,647477.849498000000000,4190596.484920000200000
2230,43,44,44,79576.439163799994000,15312,15313,707614.189649999960000,4191008.441910000100000
2231,44,45,45,54532.123382500002000,14594,14595,647768.891802000000000,4191218.256949999800000
2232,44,45,45,54532.123382500002000,14505,14506,647808.579354000040000,4191932.633919999900000
2233,44,45,45,54532.123382500002000,14419,14420,647120.661272999950000,4192236.905019999900000
2234,44,45,45,54532.123382500002000,14420,14421,646856.077464999980000,4192977.739959999900000
2235,44,45,45,54532.123382500002000,14421,14422,646617.952025000010000,4193705.345980000200000
2236,44,45,45,54532.123382500002000,14423,14424,646750.243864999970000,4194525.555900000000000
2237,44,45,45,54532.123382500002000,14424,14425,646935.452568999960000,4195279.619900000300000
2238,44,45,45,54532.123382500002000,14425,14426,647133.890457000000000,4196060.142009999600000
2239,44,45,45,54532.123382500002000,14511,14512,647213.265689000020000,4196880.351940000400000
2240,44,45,45,54532.123382500002000,14430,14431,647332.328345000050000,4197581.498940000300000
2241,44,45,45,54532.123382500002000,14431,14432,647702.745754000030000,4198216.499900000200000
2242,44,45,45,54532.123382500002000,14355,14356,647309.502233000010000,4198688.538950000000000
2243,44,45,45,54532.123382500002000,14429,14430,646912.626457000030000,4199236.227909999900000
2244,44,45,45,54532.123382500002000,14353,14354,646763.473049000020000,4199896.607939999600000
2245,44,45,45,54532.123382500002000,14352,14353,646102.013336000030000,4200359.630020000000000
2246,44,45,45,54532.123382500002000,14275,14276,645372.748440000000000,4200617.355969999900000
2247,44,45,45,54532.123382500002000,14276,14277,645888.687000000030000,4201220.606920000200000
2248,44,45,45,54532.123382500002000,14202,14203,646247.534616000020000,4201709.006919999600000
2249,44,45,45,54532.123382500002000,14200,14201,645523.561239999950000,4201958.795970000300000
2250,44,45,45,54532.123382500002000,14124,14125,644690.122134999950000,4202260.420930000000000
2251,44,45,45,54532.123382500002000,14123,14124,643912.245526000040000,4202736.671939999800000
2252,44,45,45,54532.123382500002000,14122,14123,643293.119254000020000,4203331.985990000000000
2253,45,46,46,53451.009279099999000,14122,14123,643293.119254000020000,4203331.985990000000000
2254,46,47,47,25242.838842900001000,14122,14123,643293.119254000020000,4203331.985990000000000
2255,45,46,46,53451.009279099999000,14046,14047,644092.058006000010000,4203424.392900000300000
2256,45,46,46,53451.009279099999000,13961,13962,644678.505238999960000,4203836.169929999900000
2257,46,47,47,25242.838842900001000,14121,14122,642713.893653000010000,4203919.968969999800000
2258,45,46,46,53451.009279099999000,13962,13963,645245.211286999980000,4204421.765960000500000
2259,46,47,47,25242.838842900001000,14043,14044,642158.267541000040000,4204528.511939999600000
2260,45,46,46,53451.009279099999000,13963,13964,645849.697560000000000,4204875.129929999800000
2261,45,46,46,53451.009279099999000,13964,13965,646709.201560999970000,4205045.141959999700000
2262,45,46,46,53451.009279099999000,14052,14053,647427.029145000040000,4205045.141959999700000
2263,45,46,46,53451.009279099999000,14053,14054,648206.337049999970000,4205170.645960000300000
2264,46,47,47,25242.838842900001000,14042,14043,641536.495379999980000,4205242.888009999900000
2265,46,47,47,25242.838842900001000,13956,13957,640716.285330999990000,4205745.597900000400000
2266,45,46,46,53451.009279099999000,14054,14055,648656.129690999980000,4205779.188939999800000
2267,46,47,47,25242.838842900001000,13955,13956,639869.617042000060000,4206076.326980000400000
