,Target_for_rch_1,Target_for_rch_2,Target_for_rch_3,Target_for_rch_4,Target_for_rch_5,Target_for_rch_6,Target_for_rch_7,Target_for_rch_8,Target_for_rch_9,Target_for_rch_10,Target_for_rch_11,Target_for_rch_12,Target_for_rch_13,Target_for_rch_14,Target_for_rch_15,Target_for_rch_16,Target_for_rch_17,Target_for_rch_18,Target_for_rch_19,Target_for_rch_20,Target_for_rch_21,Target_for_rch_22,Target_for_rch_23,Target_for_rch_24,Target_for_rch_25,Target_for_rch_26,Target_for_rch_27,Target_for_rch_29,Target_for_rch_30,Target_for_rch_31,Target_for_rch_32,Target_for_rch_33,Target_for_rch_34,Target_for_rch_35,Target_for_rch_36,Target_for_rch_37,Target_for_rch_38,NA,NA
221,207,NA,NA,NA,NA,4215,6093,4164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17661,16540,NA,NA,21980,NA,NA,NA,25707,NA,25308,NA,NA,27989,NA,29778,30423,32443,NA,NA
222,208,NA,NA,NA,NA,4216,5794,4248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17795,16561,NA,NA,22122,NA,NA,NA,25417,NA,24104,NA,NA,28105,NA,29777,30439,32272,NA,NA
223,197,NA,NA,NA,NA,4123,5793,4336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17361,16675,NA,NA,22240,NA,NA,NA,26266,NA,24715,NA,NA,27881,NA,29889,29805,32471,NA,NA
224,234,NA,NA,NA,NA,4124,5890,4340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17504,16820,NA,NA,22739,NA,NA,NA,26061,NA,24374,NA,NA,28112,NA,29998,30240,32409,NA,NA
225,229,NA,NA,NA,NA,4217,5994,4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17663,16678,NA,NA,22239,NA,NA,NA,25573,NA,24999,NA,NA,28001,NA,29520,30238,32366,NA,NA
226,233,NA,NA,NA,NA,3869,5993,4249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17662,16399,NA,NA,22237,NA,NA,NA,25711,NA,24479,NA,NA,28224,NA,29646,30241,32444,NA,NA
227,228,NA,NA,NA,NA,4036,5795,4257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17796,16682,NA,NA,22851,NA,NA,NA,25710,NA,24852,NA,NA,NA,NA,29647,30325,32447,NA,NA
228,162,NA,NA,NA,NA,4037,5701,4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17505,16676,NA,NA,22246,NA,NA,NA,25574,NA,25151,NA,NA,NA,NA,29890,30334,32221,NA,NA
229,209,NA,NA,NA,NA,4306,5895,4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17664,16681,NA,NA,22126,NA,NA,NA,25576,NA,24714,NA,NA,NA,NA,29395,30440,32415,NA,NA
230,232,NA,NA,NA,NA,4125,5894,4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17797,16819,NA,NA,22003,NA,NA,NA,25579,NA,25622,NA,NA,NA,NA,29272,29916,32414,NA,NA
231,196,NA,NA,NA,NA,4218,5796,4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17362,16677,NA,NA,22131,NA,NA,NA,25947,NA,24477,NA,NA,NA,NA,29779,29803,32410,NA,NA
232,155,NA,NA,NA,NA,4038,5703,4165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17800,16541,NA,NA,22134,NA,NA,NA,26170,NA,25309,NA,NA,NA,NA,29648,30237,32273,NA,NA
233,230,NA,NA,NA,NA,4126,5510,4161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16948,16705,NA,NA,22130,NA,NA,NA,25835,NA,24481,NA,NA,NA,NA,29521,29919,32320,NA,NA
234,187,NA,NA,NA,NA,4127,5702,4253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17798,16559,NA,NA,21998,NA,NA,NA,25575,NA,24716,NA,NA,NA,NA,29649,30344,32413,NA,NA
235,195,NA,NA,NA,NA,4219,5800,4254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17799,16562,NA,NA,22001,NA,NA,NA,25420,NA,25310,NA,NA,NA,NA,29650,30239,32321,NA,NA
236,164,NA,NA,NA,NA,4040,5801,4166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17665,16542,NA,NA,22247,NA,NA,NA,26060,NA,25467,NA,NA,NA,NA,29396,30132,32367,NA,NA
237,193,NA,NA,NA,NA,4039,5802,4251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16949,16402,NA,NA,21997,NA,NA,NA,25712,NA,24593,NA,NA,NA,NA,29146,30333,32411,NA,NA
238,152,NA,NA,NA,NA,4128,5704,4160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17507,16400,NA,NA,22248,NA,NA,NA,25577,NA,24853,NA,NA,NA,NA,29522,30331,32222,NA,NA
239,231,NA,NA,NA,NA,4041,5609,4076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17060,16679,NA,NA,21093,NA,NA,NA,25421,NA,25623,NA,NA,NA,NA,29523,30228,32371,NA,NA
240,126,NA,NA,NA,NA,4129,5608,4078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16834,16543,NA,NA,22141,NA,NA,NA,25578,NA,24106,NA,NA,NA,NA,29651,29806,32412,NA,NA
241,125,NA,NA,NA,NA,3576,5610,4167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17160,16563,NA,NA,22140,NA,NA,NA,26171,NA,24592,NA,NA,NA,NA,29397,30026,32275,NA,NA
242,188,NA,NA,NA,NA,4046,5611,4171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16950,16680,NA,NA,20974,NA,NA,NA,25948,NA,25152,NA,NA,NA,NA,29524,30330,32224,NA,NA
243,190,NA,NA,NA,NA,3654,5511,4075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16835,16251,NA,NA,22642,NA,NA,NA,26174,NA,25000,NA,NA,NA,NA,29273,30236,32276,NA,NA
244,191,NA,NA,NA,NA,3653,5708,4079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17061,16548,NA,NA,22747,NA,NA,NA,25581,NA,24197,NA,NA,NA,NA,29525,30343,32120,NA,NA
245,127,NA,NA,NA,NA,3655,5709,4170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16837,16403,NA,NA,20975,NA,NA,NA,25422,NA,24478,NA,NA,NA,NA,29398,30326,32372,NA,NA
246,189,NA,NA,NA,NA,3590,5707,4168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16604,16554,NA,NA,22860,NA,NA,NA,25423,NA,24717,NA,NA,NA,NA,29526,30027,32322,NA,NA
247,148,NA,NA,NA,NA,4053,5613,4169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16723,16404,NA,NA,22018,NA,NA,NA,25580,NA,24483,NA,NA,NA,NA,29015,29810,32370,NA,NA
248,147,NA,NA,NA,NA,4054,5516,4077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16475,16560,NA,NA,22748,NA,NA,NA,25713,NA,24383,NA,NA,NA,NA,29147,30143,32368,NA,NA
249,135,NA,NA,NA,NA,3588,5615,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16606,16555,NA,NA,21098,NA,NA,NA,25951,NA,25470,NA,NA,NA,NA,29399,30242,32369,NA,NA
250,170,NA,NA,NA,NA,NA,5514,3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16476,16697,NA,NA,22019,NA,NA,NA,25837,NA,24282,NA,NA,NA,NA,29274,30332,32373,NA,NA
251,146,NA,NA,NA,NA,NA,5517,4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16607,16566,NA,NA,21216,NA,NA,NA,25836,NA,25311,NA,NA,NA,NA,29527,29679,32223,NA,NA
252,171,NA,NA,NA,NA,NA,5616,3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16608,16694,NA,NA,21099,NA,NA,NA,26064,NA,24595,NA,NA,NA,NA,29400,30235,31906,NA,NA
253,113,NA,NA,NA,NA,NA,5513,3996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16335,16551,NA,NA,22020,NA,NA,NA,25426,NA,25313,NA,NA,NA,NA,30505,30329,32175,NA,NA
254,111,NA,NA,NA,NA,NA,5614,3917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16477,16822,NA,NA,22024,NA,NA,NA,25714,NA,24021,NA,NA,NA,NA,30403,30142,32062,NA,NA
255,112,NA,NA,NA,NA,NA,5429,3997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16478,16265,NA,NA,21329,NA,NA,NA,25838,NA,25312,NA,NA,NA,NA,29402,30233,32226,NA,NA
256,108,NA,NA,NA,NA,NA,5617,3998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16479,16270,NA,NA,22028,NA,NA,NA,26063,NA,24594,NA,NA,NA,NA,29275,29807,32329,NA,NA
257,110,NA,NA,NA,NA,NA,5519,3918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16336,17052,NA,NA,21887,NA,NA,NA,25582,NA,24385,NA,NA,NA,NA,29401,30145,32323,NA,NA
258,82,NA,NA,NA,NA,NA,5427,3999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16611,16549,NA,NA,21889,NA,NA,NA,25427,NA,25153,NA,NA,NA,NA,29403,29811,32327,NA,NA
259,81,NA,NA,NA,NA,NA,5426,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16206,16547,NA,NA,21894,NA,NA,NA,25949,NA,24596,NA,NA,NA,NA,29148,29920,32374,NA,NA
260,109,NA,NA,NA,NA,NA,5430,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16338,16695,NA,NA,21895,NA,NA,NA,26172,NA,24854,NA,NA,NA,NA,28888,30229,32225,NA,NA
261,79,NA,NA,NA,NA,NA,5520,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16480,16708,NA,NA,21650,NA,NA,NA,25715,NA,24283,NA,NA,NA,NA,29276,30234,32277,NA,NA
262,56,NA,NA,NA,NA,NA,5331,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16612,16575,NA,NA,21896,NA,NA,NA,25583,NA,25001,NA,NA,NA,NA,29016,30133,32325,NA,NA
263,77,NA,NA,NA,NA,NA,5330,3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16732,16148,NA,NA,21766,NA,NA,NA,25717,NA,24382,NA,NA,NA,NA,29404,30327,32330,NA,NA
264,78,NA,NA,NA,NA,NA,5521,3923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16207,16427,NA,NA,21769,NA,NA,NA,26065,NA,25154,NA,NA,NA,NA,29405,30141,31846,NA,NA
265,53,NA,NA,NA,NA,NA,5329,3922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16481,16558,NA,NA,22036,NA,NA,NA,25952,NA,25002,NA,NA,NA,NA,29277,30328,32324,NA,NA
266,52,NA,NA,NA,NA,NA,5332,3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16613,16553,NA,NA,NA,NA,NA,NA,25839,NA,24718,NA,NA,NA,NA,30404,30441,31907,NA,NA
267,49,NA,NA,NA,NA,NA,5524,3849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16733,16425,NA,NA,NA,NA,NA,NA,25950,NA,24107,NA,NA,NA,NA,29149,29680,32328,NA,NA
268,28,NA,NA,NA,NA,NA,5240,3778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16482,16572,NA,NA,NA,NA,NA,NA,25584,NA,24485,NA,NA,NA,NA,29278,29922,32177,NA,NA
269,48,NA,NA,NA,NA,NA,5523,3779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16340,16407,NA,NA,NA,NA,NA,NA,26075,NA,25314,NA,NA,NA,NA,29901,30144,31959,NA,NA
270,41,NA,NA,NA,NA,NA,5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16855,16149,NA,NA,NA,NA,NA,NA,25716,NA,24384,NA,NA,NA,NA,29279,29809,32011,NA,NA
271,29,NA,NA,NA,NA,NA,5241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16095,16570,NA,NA,NA,NA,NA,NA,25842,NA,24484,NA,NA,NA,NA,29281,30028,32063,NA,NA
272,22,NA,NA,NA,NA,NA,5438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16616,16051,NA,NA,NA,NA,NA,NA,25718,NA,24486,NA,NA,NA,NA,30007,30345,32176,NA,NA
273,15,NA,NA,NA,NA,NA,5437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16484,16579,NA,NA,NA,NA,NA,NA,25843,NA,24487,NA,NA,NA,NA,29017,30140,32375,NA,NA
274,16,NA,NA,NA,NA,NA,5335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16008,16052,NA,NA,NA,NA,NA,NA,25956,NA,24855,NA,NA,NA,NA,29150,30138,32326,NA,NA
275,NA,NA,NA,NA,NA,NA,5242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16210,16556,NA,NA,NA,NA,NA,NA,25953,NA,24386,NA,NA,NA,NA,30405,30230,32227,NA,NA
276,NA,NA,NA,NA,NA,NA,5243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16097,16050,NA,NA,NA,NA,NA,NA,26173,NA,24597,NA,NA,NA,NA,29280,30139,32278,NA,NA
277,NA,NA,NA,NA,NA,NA,5244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16006,16411,NA,NA,NA,NA,NA,NA,25840,NA,24381,NA,NA,NA,NA,28889,30243,31784,NA,NA
278,NA,NA,NA,NA,NA,NA,5339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16211,16408,NA,NA,NA,NA,NA,NA,25841,NA,24378,NA,NA,NA,NA,29407,30244,32280,NA,NA
279,NA,NA,NA,NA,NA,NA,5147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16009,16418,NA,NA,NA,NA,NA,NA,25954,NA,24295,NA,NA,NA,NA,29282,30134,32179,NA,NA
280,NA,NA,NA,NA,NA,NA,5343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15928,16049,NA,NA,NA,NA,NA,NA,26066,NA,24108,NA,NA,NA,NA,29151,30029,31785,NA,NA
281,NA,NA,NA,NA,NA,NA,5148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16098,16151,NA,NA,NA,NA,NA,NA,25721,NA,25004,NA,NA,NA,NA,29018,29808,32331,NA,NA
282,NA,NA,NA,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16010,16423,NA,NA,NA,NA,NA,NA,25957,NA,24719,NA,NA,NA,NA,30308,30042,32282,NA,NA
283,NA,NA,NA,NA,NA,NA,5053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15926,16138,NA,NA,NA,NA,NA,NA,25719,NA,24297,NA,NA,NA,NA,29790,30043,32279,NA,NA
284,NA,NA,NA,NA,NA,NA,5054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15927,16428,NA,NA,NA,NA,NA,NA,25720,NA,25158,NA,NA,NA,NA,30213,30137,31908,NA,NA
285,NA,NA,NA,NA,NA,NA,5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15930,16140,NA,NA,NA,NA,NA,NA,26074,NA,24294,NA,NA,NA,NA,29152,29812,32283,NA,NA
286,NA,NA,NA,NA,NA,NA,5150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15846,16573,NA,NA,NA,NA,NA,NA,25967,NA,24388,NA,NA,NA,NA,29408,29921,32013,NA,NA
287,NA,NA,NA,NA,NA,NA,5151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15844,16415,NA,NA,NA,NA,NA,NA,26067,NA,24389,NA,NA,NA,NA,29902,30041,32178,NA,NA
288,NA,NA,NA,NA,NA,NA,5057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15845,16426,NA,NA,NA,NA,NA,NA,26068,NA,24488,NA,NA,NA,NA,28890,30039,32014,NA,NA
289,NA,NA,NA,NA,NA,NA,5156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16102,16412,NA,NA,NA,NA,NA,NA,25722,NA,25005,NA,NA,NA,NA,29019,30032,32376,NA,NA
290,NA,NA,NA,NA,NA,NA,5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15931,16272,NA,NA,NA,NA,NA,NA,25432,NA,24296,NA,NA,NA,NA,29283,30135,32066,NA,NA
291,NA,NA,NA,NA,NA,NA,5158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16219,16576,NA,NA,NA,NA,NA,NA,25433,NA,24380,NA,NA,NA,NA,28773,30040,31511,NA,NA
292,NA,NA,NA,NA,NA,NA,5066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15847,16557,NA,NA,NA,NA,NA,NA,26073,NA,24387,NA,NA,NA,NA,29153,30146,31413,NA,NA
293,NA,NA,NA,NA,NA,NA,5062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16014,16053,NA,NA,NA,NA,NA,NA,26069,NA,24598,NA,NA,NA,NA,30309,30136,32228,NA,NA
294,NA,NA,NA,NA,NA,NA,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15750,16150,NA,NA,NA,NA,NA,NA,25277,NA,25006,NA,NA,NA,NA,29020,29688,32125,NA,NA
295,NA,NA,NA,NA,NA,NA,5063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15848,16424,NA,NA,NA,NA,NA,NA,26070,NA,24599,NA,NA,NA,NA,29154,30044,32281,NA,NA
296,NA,NA,NA,NA,NA,NA,4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16015,16139,NA,NA,NA,NA,NA,NA,26072,NA,24600,NA,NA,NA,NA,28891,29923,32230,NA,NA
297,NA,NA,NA,NA,NA,NA,5159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16354,16410,NA,NA,NA,NA,NA,NA,25966,NA,25009,NA,NA,NA,NA,29284,30038,31414,NA,NA
298,NA,NA,NA,NA,NA,NA,4981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15849,16416,NA,NA,NA,NA,NA,NA,25962,NA,24489,NA,NA,NA,NA,29663,30030,32284,NA,NA
299,NA,NA,NA,NA,NA,NA,5067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15936,16409,NA,NA,NA,NA,NA,NA,25590,NA,24298,NA,NA,NA,NA,30214,30033,32229,NA,NA
300,NA,NA,NA,NA,NA,NA,5069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16112,16429,NA,NA,NA,NA,NA,NA,25434,NA,24390,NA,NA,NA,NA,29021,29936,32332,NA,NA
301,NA,NA,NA,NA,NA,NA,5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15939,16430,NA,NA,NA,NA,NA,NA,25591,NA,24490,NA,NA,NA,NA,30119,29815,32180,NA,NA
302,NA,NA,NA,NA,NA,NA,4988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16021,16578,NA,NA,NA,NA,NA,NA,25437,NA,24724,NA,NA,NA,NA,29791,30034,32231,NA,NA
303,NA,NA,NA,NA,NA,NA,4987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15943,16419,NA,NA,NA,NA,NA,NA,24978,NA,24301,NA,NA,NA,NA,28892,29686,31909,NA,NA
304,NA,NA,NA,NA,NA,NA,4840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15942,16414,NA,NA,NA,NA,NA,NA,25592,NA,24601,NA,NA,NA,NA,28774,29813,31415,NA,NA
305,NA,NA,NA,NA,NA,NA,4916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16026,16413,NA,NA,NA,NA,NA,NA,24977,NA,24491,NA,NA,NA,NA,29155,30035,32235,NA,NA
306,NA,NA,NA,NA,NA,NA,4915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16422,NA,NA,NA,NA,NA,NA,24573,NA,24300,NA,NA,NA,NA,29022,29935,32377,NA,NA
307,NA,NA,NA,NA,NA,NA,4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16152,NA,NA,NA,NA,NA,NA,24979,NA,24602,NA,NA,NA,NA,28666,29924,31616,NA,NA
308,NA,NA,NA,NA,NA,NA,4918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16437,NA,NA,NA,NA,NA,NA,25283,NA,24214,NA,NA,NA,NA,28893,30037,31964,NA,NA
309,NA,NA,NA,NA,NA,NA,4845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16284,NA,NA,NA,NA,NA,NA,25127,NA,24299,NA,NA,NA,NA,30215,29934,32127,NA,NA
310,NA,NA,NA,NA,NA,NA,4847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16710,NA,NA,NA,NA,NA,NA,24269,NA,24604,NA,NA,NA,NA,29662,30346,31963,NA,NA
311,NA,NA,NA,NA,NA,NA,4846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16273,NA,NA,NA,NA,NA,NA,24574,NA,24392,NA,NA,NA,NA,28775,29928,32285,NA,NA
312,NA,NA,NA,NA,NA,NA,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16420,NA,NA,NA,NA,NA,NA,24362,NA,24393,NA,NA,NA,NA,28894,30036,31515,NA,NA
313,NA,NA,NA,NA,NA,NA,4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16054,NA,NA,NA,NA,NA,NA,24464,NA,24302,NA,NA,NA,NA,30120,29925,32234,NA,NA
314,NA,NA,NA,NA,NA,NA,4780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16137,NA,NA,NA,NA,NA,NA,24577,NA,24729,NA,NA,NA,NA,29023,29929,32126,NA,NA
315,NA,NA,NA,NA,NA,NA,4850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16582,NA,NA,NA,NA,NA,NA,24980,NA,24217,NA,NA,NA,NA,29156,30245,31787,NA,NA
316,NA,NA,NA,NA,NA,NA,4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16709,NA,NA,NA,NA,NA,NA,24270,NA,24215,NA,NA,NA,NA,30011,29926,32181,NA,NA
317,NA,NA,NA,NA,NA,NA,4784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16055,NA,NA,NA,NA,NA,NA,24575,NA,25168,NA,NA,NA,NA,29664,29689,31419,NA,NA
318,NA,NA,NA,NA,NA,NA,4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16275,NA,NA,NA,NA,NA,NA,25128,NA,24216,NA,NA,NA,NA,28776,29814,31418,NA,NA
319,NA,NA,NA,NA,NA,NA,4632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16439,NA,NA,NA,NA,NA,NA,24578,NA,24730,NA,NA,NA,NA,28895,29816,31329,NA,NA
320,NA,NA,NA,NA,NA,NA,4633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16417,NA,NA,NA,NA,NA,NA,24363,NA,24304,NA,NA,NA,NA,28777,29930,32070,NA,NA
321,NA,NA,NA,NA,NA,NA,4786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16436,NA,NA,NA,NA,NA,NA,24465,NA,24305,NA,NA,NA,NA,30121,29932,31711,NA,NA
322,NA,NA,NA,NA,NA,NA,4548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16283,NA,NA,NA,NA,NA,NA,24981,NA,24865,NA,NA,NA,NA,29024,30147,32232,NA,NA
323,NA,NA,NA,NA,NA,NA,4549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16290,NA,NA,NA,NA,NA,NA,24468,NA,24303,NA,NA,NA,NA,29025,29927,32333,NA,NA
324,NA,NA,NA,NA,NA,NA,4717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16443,NA,NA,NA,NA,NA,NA,24364,NA,24218,NA,NA,NA,NA,28560,30045,31330,NA,NA
325,NA,NA,NA,NA,NA,NA,4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16832,NA,NA,NA,NA,NA,NA,24466,NA,24731,NA,NA,NA,NA,28778,29817,31420,NA,NA
326,NA,NA,NA,NA,NA,NA,4640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15974,NA,NA,NA,NA,NA,NA,24469,NA,24866,NA,NA,NA,NA,30012,29931,31422,NA,NA
327,NA,NA,NA,NA,NA,NA,4468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16280,NA,NA,NA,NA,NA,NA,24836,NA,24221,NA,NA,NA,NA,29906,29933,32233,NA,NA
328,NA,NA,NA,NA,NA,NA,4641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16274,NA,NA,NA,NA,NA,NA,24700,NA,25169,NA,NA,NA,NA,28896,29937,31618,NA,NA
329,NA,NA,NA,NA,NA,NA,4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16287,NA,NA,NA,NA,NA,NA,24187,NA,24222,NA,NA,NA,NA,30122,29818,31423,NA,NA
330,NA,NA,NA,NA,NA,NA,4470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16289,NA,NA,NA,NA,NA,NA,24272,NA,24732,NA,NA,NA,NA,29026,29821,31240,NA,NA
331,NA,NA,NA,NA,NA,NA,4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16282,NA,NA,NA,NA,NA,NA,24365,NA,24220,NA,NA,NA,NA,29539,30046,31331,NA,NA
332,NA,NA,NA,NA,NA,NA,4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16154,NA,NA,NA,NA,NA,NA,24273,NA,25632,NA,NA,NA,NA,28669,29694,31421,NA,NA
333,NA,NA,NA,NA,NA,NA,4650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16440,NA,NA,NA,NA,NA,NA,24095,NA,24733,NA,NA,NA,NA,28779,29692,31518,NA,NA
334,NA,NA,NA,NA,NA,NA,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15973,NA,NA,NA,NA,NA,NA,24189,NA,24610,NA,NA,NA,NA,29159,29690,31519,NA,NA
